@relation 'Cell Measurements'

@attribute Id {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156}
@attribute Measurement {Sig_01_Tot,Sig_01_Window,Sig_02_Tot,Sig_02_Window,Sig_03_Tot,Sig_03_Window,Sig_04_Tot,Sig_04_Window,Sig_10_Tot,Sig_10_Window,Sig_12_Tot,Sig_12_Window,Sig_13_Tot,Sig_13_Window,Sig_14_Tot,Sig_14_Window,Sig_20_Tot,Sig_20_Window,Sig_21_Tot,Sig_21_Window,Sig_23_Tot,Sig_23_Window,Sig_24_Tot,Sig_24_Window,Sig_30_Tot,Sig_30_Window,Sig_31_Tot,Sig_31_Window,Sig_32_Tot,Sig_32_Window,Sig_34_Tot,Sig_34_Window,Sig_40_Tot,Sig_40_Window,Sig_41_Tot,Sig_41_Window,Sig_42_Tot,Sig_42_Window,Sig_43_Tot,Sig_43_Window,n}
@attribute x {0}
@attribute y {0}
@attribute Value numeric

@data
7,Sig_21_Tot,0,0,134947781
7,Sig_21_Window,0,0,60655929.637306
7,Sig_23_Tot,0,0,134947781
7,Sig_23_Window,0,0,34656921.123552
7,Sig_24_Tot,0,0,134947781
7,Sig_24_Window,0,0,4388912.603306
7,Sig_30_Tot,0,0,13746007
7,Sig_30_Window,0,0,5931.235294
7,Sig_31_Tot,0,0,13746007
7,Sig_31_Window,0,0,306776.583333
7,Sig_32_Tot,0,0,13746007
7,Sig_32_Window,0,0,330349.525092
7,Sig_34_Tot,0,0,13746007
7,Sig_34_Window,0,0,20381.034483
7,Sig_40_Tot,0,0,886575
7,Sig_40_Window,0,0,200500.850295
7,Sig_41_Tot,0,0,886575
7,Sig_41_Window,0,0,106841.834748
7,Sig_42_Tot,0,0,886575
7,Sig_42_Window,0,0,126370.938594
7,Sig_43_Tot,0,0,886575
7,Sig_43_Window,0,0,120130.179317
7,n,0,0,8633
8,Sig_01_Tot,0,0,23118073
8,Sig_01_Window,0,0,701633.912351
8,Sig_02_Tot,0,0,23118073
8,Sig_02_Window,0,0,11514691.416897
8,Sig_03_Tot,0,0,23118073
8,Sig_03_Window,0,0,425720.537313
8,Sig_04_Tot,0,0,23118073
8,Sig_04_Window,0,0,535868.715789
8,Sig_10_Tot,0,0,1023896
8,Sig_10_Window,0,0,4519.662366
8,Sig_12_Tot,0,0,1023896
8,Sig_12_Window,0,0,3589.930264
8,Sig_13_Tot,0,0,1023896
8,Sig_13_Window,0,0,4335.503268
8,Sig_14_Tot,0,0,1023896
8,Sig_14_Window,0,0,5481
8,Sig_20_Tot,0,0,48390465
8,Sig_20_Window,0,0,5458069.448354
8,Sig_21_Tot,0,0,48390465
8,Sig_21_Window,0,0,840621.059666
8,Sig_23_Tot,0,0,48390465
8,Sig_23_Window,0,0,1447677.27027
8,Sig_24_Tot,0,0,48390465
8,Sig_24_Window,0,0,1589193.72973
8,Sig_30_Tot,0,0,331666
8,Sig_30_Window,0,0,29528.768681
8,Sig_31_Tot,0,0,331666
8,Sig_31_Window,0,0,37313.994169
8,Sig_32_Tot,0,0,331666
8,Sig_32_Window,0,0,45876.436291
8,Sig_34_Tot,0,0,331666
8,Sig_34_Window,0,0,21808.610526
8,Sig_40_Tot,0,0,295974
8,Sig_40_Window,0,0,84554.880466
8,Sig_41_Tot,0,0,295974
8,Sig_41_Window,0,0,69156.202627
8,Sig_42_Tot,0,0,295974
8,Sig_42_Window,0,0,66757.427304
8,Sig_43_Tot,0,0,295974
8,Sig_43_Window,0,0,123001.960265
8,n,0,0,2871
9,Sig_01_Tot,0,0,17943939
9,Sig_01_Window,0,0,1294037.951438
9,Sig_02_Tot,0,0,17943939
9,Sig_02_Window,0,0,6237652.632761
9,Sig_03_Tot,0,0,17943939
9,Sig_03_Window,0,0,295829.061224
9,Sig_04_Tot,0,0,17943939
9,Sig_04_Window,0,0,219567.719298
9,Sig_10_Tot,0,0,1637162
9,Sig_10_Window,0,0,4421.649746
9,Sig_12_Tot,0,0,1637162
9,Sig_12_Window,0,0,4071.955433
9,Sig_13_Tot,0,0,1637162
9,Sig_13_Window,0,0,3861.638095
9,Sig_14_Tot,0,0,1637162
9,Sig_14_Window,0,0,3466.138614
9,Sig_20_Tot,0,0,33020301
9,Sig_20_Window,0,0,5864672.730889
9,Sig_21_Tot,0,0,33020301
9,Sig_21_Window,0,0,791164.411483
9,Sig_23_Tot,0,0,33020301
9,Sig_23_Window,0,0,780092.869565
9,Sig_24_Tot,0,0,33020301
9,Sig_24_Window,0,0,764394.862385
9,Sig_30_Tot,0,0,202736
9,Sig_30_Window,0,0,17328.007111
9,Sig_31_Tot,0,0,202736
9,Sig_31_Window,0,0,19062.541565
9,Sig_32_Tot,0,0,202736
9,Sig_32_Window,0,0,20151.085215
9,Sig_34_Tot,0,0,202736
9,Sig_34_Window,0,0,19849.896907
9,Sig_40_Tot,0,0,175040
9,Sig_40_Window,0,0,55424.486683
9,Sig_41_Tot,0,0,175040
9,Sig_41_Window,0,0,34556.32511
9,Sig_42_Tot,0,0,175040
9,Sig_42_Window,0,0,51696.332762
9,Sig_43_Tot,0,0,175040
9,Sig_43_Window,0,0,63958.380952
9,n,0,0,1649
10,Sig_01_Tot,0,0,10537453
10,Sig_01_Window,0,0,346002.839552
10,Sig_02_Tot,0,0,10537453
10,Sig_02_Window,0,0,6689975.255426
10,Sig_03_Tot,0,0,10537453
10,Sig_03_Window,0,0,599135.333333
10,Sig_04_Tot,0,0,10537453
10,Sig_04_Window,0,0,664660.133333
10,Sig_10_Tot,0,0,423419
10,Sig_10_Window,0,0,2033.733852
10,Sig_12_Tot,0,0,423419
10,Sig_12_Window,0,0,1357.476937
10,Sig_13_Tot,0,0,423419
10,Sig_13_Window,0,0,2115.105727
10,Sig_14_Tot,0,0,423419
10,Sig_14_Window,0,0,3034.977778
10,Sig_20_Tot,0,0,25515589
10,Sig_20_Window,0,0,4195004.985782
10,Sig_21_Tot,0,0,25515589
10,Sig_21_Window,0,0,526476.475661
10,Sig_23_Tot,0,0,25515589
10,Sig_23_Window,0,0,722327.406667
10,Sig_24_Tot,0,0,25515589
10,Sig_24_Window,0,0,690706.213115
10,Sig_30_Tot,0,0,160043
10,Sig_30_Window,0,0,7869.643764
10,Sig_31_Tot,0,0,160043
10,Sig_31_Window,0,0,20823.885246
10,Sig_32_Tot,0,0,160043
10,Sig_32_Window,0,0,13644.7
10,Sig_34_Tot,0,0,160043
10,Sig_34_Window,0,0,2845.291667
10,Sig_40_Tot,0,0,136574
10,Sig_40_Window,0,0,51553.096869
10,Sig_41_Tot,0,0,136574
10,Sig_41_Window,0,0,36501.637931
10,Sig_42_Tot,0,0,136574
10,Sig_42_Window,0,0,37908.279384
10,Sig_43_Tot,0,0,136574
10,Sig_43_Window,0,0,61914.445255
10,n,0,0,1317
11,Sig_01_Tot,0,0,334367
11,Sig_01_Window,0,0,1892.34
11,Sig_02_Tot,0,0,334367
11,Sig_02_Window,0,0,603.208783
11,Sig_03_Tot,0,0,334367
11,Sig_03_Window,0,0,1992.706897
11,Sig_04_Tot,0,0,334367
11,Sig_04_Window,0,0,2424.621053
11,Sig_10_Tot,0,0,283851
11,Sig_10_Window,0,0,1240.693878
11,Sig_12_Tot,0,0,283851
11,Sig_12_Window,0,0,711.881165
11,Sig_13_Tot,0,0,283851
11,Sig_13_Window,0,0,1834.555556
11,Sig_14_Tot,0,0,283851
11,Sig_14_Window,0,0,1968.709402
11,Sig_20_Tot,0,0,14766551
11,Sig_20_Window,0,0,408085.708661
11,Sig_21_Tot,0,0,14766551
11,Sig_21_Window,0,0,435602.111538
11,Sig_23_Tot,0,0,14766551
11,Sig_23_Window,0,0,708562.512563
